X,Y,Calc_RA,Calc_Dec,RA_Center,Dec_Center,X_Center,Y_Center,Cat_Obj_RA,Cat_Obj_Dec
339.3769865267408,-104.1214370668916,356.58010982520864,12.795975296738915,356.5774184159809,12.796510377353616,338.9419980952648,-111.09476249246273,0.0,0.0
338.50711648884817,-104.12141757703188,356.580156899287,12.796302416962709,356.5774184159809,12.796510377353616,338.9419980952648,-111.09476249246273,0.0,0.0
338.5070096637888,-118.06810740789359,356.57472698958327,12.79704545796832,356.5774184159809,12.796510377353616,338.9419980952648,-111.09476249246273,0.0,0.0
352.3762534044771,-18.85559312188156,356.61260186872704,12.78654178986632,356.6141483480319,12.786496765998892,351.9414584570709,-14.94395662769318,0.0,0.0
352.37646104523884,-11.032308623364537,356.6156477258524,12.786124653397708,356.6141483480319,12.786496765998892,351.9414584570709,-14.94395662769318,0.0,0.0
351.5066874018837,-11.032320133504827,356.61569482733677,12.786451732602558,356.6141483480319,12.786496765998892,351.9414584570709,-14.94395662769318,0.0,0.0
351.5064558689029,-18.855604632021823,356.6126489675965,12.786868878600076,356.6141483480319,12.786496765998892,351.9414584570709,-14.94395662769318,0.0,0.0
278.3518146279964,51.66119265062346,356.6440675102,12.81062241769382,356.6464786460346,12.810458358178995,277.9175943128399,57.7937636287397,0.0,0.0
278.35299762263026,63.92633460685594,356.64884263660264,12.809967281164397,356.6464786460346,12.810458358178995,277.9175943128399,57.7937636287397,0.0,0.0
277.48335834499386,63.92633109671566,356.64888978186923,12.810294559535436,356.6464786460346,12.810458358178995,277.9175943128399,57.7937636287397,0.0,0.0
277.48219100304965,51.661197140483175,356.64411465159685,12.81094943519359,356.6464786460346,12.810458358178995,277.9175943128399,57.7937636287397,0.0,0.0
245.93414906297429,-53.48085618673128,356.60488609553835,12.828423093420858,356.6066883129883,12.82834319595495,245.49915591719878,-48.91270230184149,0.0,0.0
245.9338892401554,-44.34454039667114,356.6084434272227,12.827936235176901,356.6066883129883,12.82834319595495,245.49915591719878,-48.91270230184149,0.0,0.0
245.06416277142324,-44.34453690681143,356.60849053043825,12.828263298042545,356.6066883129883,12.82834319595495,245.49915591719878,-48.91270230184149,0.0,0.0
245.0644252110048,-53.48086769687155,356.6049331882055,12.828750156732998,356.6066883129883,12.82834319595495,245.49915591719878,-48.91270230184149,0.0,0.0
246.69734350083834,-27.56738114456695,356.61493472045294,12.826754552347476,356.6165838108971,12.826695042813853,246.2633562296282,-23.392390522843492,0.0,0.0
246.69740068262237,-19.21737864604991,356.6181858794336,12.826309107566711,356.6165838108971,12.826695042813853,246.2633562296282,-23.392390522843492,0.0,0.0
245.8293349045276,-19.217384901120038,356.6182329013413,12.826635800115094,356.6165838108971,12.826695042813853,246.2633562296282,-23.392390522843492,0.0,0.0
245.829311776634,-27.56740239963707,356.6149817305138,12.827080978060996,356.6165838108971,12.826695042813853,246.2633562296282,-23.392390522843492,0.0,0.0
246.03079478970872,-82.14454313999782,356.5937196103285,12.829914438199115,356.59520236182095,12.82987836840047,245.59571341805122,-78.39703493735249,0.0,0.0
