| slit |                    name | obj_id | maskdef_id |  objname |     objra |   objdec | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | maskdef_extract | wv_rms |
| 1553 | SPAT1568-SLIT1553-DET01 |   1568 |         18 |     fC23 | 356.60705 | 12.82827 |      1568.2 |        0.634 |      2.00 |    1.058 |  0.11 |            True |  0.137 |
| 1668 | SPAT1643-SLIT1668-DET01 |   1643 |          1 |    RK120 | 356.60933 | 12.82396 |      1642.7 |        0.262 |      3.00 |    0.876 |  0.18 |           False |  0.037 |
| 1814 | SPAT1811-SLIT1814-DET01 |   1811 |         19 |   fBX165 | 356.61638 | 12.82670 |      1811.1 |        0.419 |      3.00 |    1.340 |  0.42 |           False |  0.053 |
| 1814 | SPAT1842-SLIT1814-DET01 |   1842 |         19 | SERENDIP | 356.61760 | 12.82656 |      1842.3 |        0.814 |      3.00 |    0.584 |  0.38 |           False |  0.053 |
| 1902 | SPAT1911-SLIT1902-DET01 |   1911 |         16 |    BX348 | 356.61434 | 12.78645 |      1910.5 |        0.543 |      3.00 |    1.058 |  0.53 |           False |  0.118 |
| 2000 | SPAT1982-SLIT2000-DET01 |   1982 |         14 |    BX587 | 356.62156 | 12.81759 |      1982.0 |        0.296 |      3.00 |    0.987 |  0.83 |           False |  0.088 |
| 2127 | SPAT2144-SLIT2127-DET01 |   2144 |         13 |    BX336 | 356.62303 | 12.78466 |      2144.0 |        0.589 |      3.00 |    1.191 |  0.45 |           False |  0.116 |
| 2245 | SPAT2256-SLIT2245-DET01 |   2256 |         10 |    BX628 | 356.63321 | 12.82426 |      2255.8 |        0.583 |      3.00 |    0.952 |  0.37 |           False |  0.060 |
| 2337 | SPAT2341-SLIT2337-DET01 |   2341 |         12 |    fBM47 | 356.63625 | 12.82238 |      2341.0 |        0.504 |      2.00 |    1.058 |  0.09 |            True |  0.040 |
| 2425 | SPAT2427-SLIT2425-DET01 |   2427 |          0 |    fBM40 | 356.63730 | 12.80677 |      2426.5 |        0.479 |      2.00 |    1.058 |  0.16 |            True |  0.055 |
| 2524 | SPAT2519-SLIT2524-DET01 |   2519 |         21 |    BX308 | 356.63686 | 12.77869 |      2519.4 |        0.416 |      2.00 |    1.058 | -0.96 |            True |  0.122 |
| 2644 | SPAT2646-SLIT2644-DET01 |   2646 |         17 |    BX523 | 356.64639 | 12.81045 |      2646.5 |        0.493 |      3.00 |    1.022 |  0.42 |           False |  0.122 |
| 2782 | SPAT2778-SLIT2782-DET01 |   2778 |         30 |    BX637 | 356.65365 | 12.82559 |      2778.5 |        0.447 |      3.00 |    1.191 |  1.66 |           False |  0.075 |
| 2945 | SPAT2942-SLIT2945-DET01 |   2942 |         29 |    BX675 | 356.66072 | 12.83034 |      2942.4 |        0.438 |      2.00 |    1.058 |  0.07 |            True |  0.069 |
| 3058 | SPAT3069-SLIT3058-DET01 |   3069 |         25 |    BX575 | 356.66356 | 12.81614 |      3069.0 |        0.571 |      3.00 |    1.272 |  0.27 |           False |  0.080 |
| 3383 | SPAT3414-SLIT3383-DET01 |   3414 |         23 |    BX595 | 356.67731 | 12.81898 |      3414.5 |        0.677 |      3.00 |    2.101 |  0.38 |           False |  0.046 |
| 3511 | SPAT3523-SLIT3511-DET01 |   3523 |         28 |    BX532 | 356.68041 | 12.81134 |      3522.8 |        0.579 |      3.00 |    1.163 |  0.27 |           False |  0.069 |
| 3634 | SPAT3594-SLIT3634-DET01 |   3594 |         26 |    BX454 | 356.68175 | 12.80134 |      3593.7 |        0.207 |      3.00 |    0.758 |  0.22 |           False |  0.059 |
| 3634 | SPAT3667-SLIT3634-DET01 |   3667 |         26 | SERENDIP | 356.68459 | 12.80097 |      3667.4 |        0.718 |      3.00 |    0.940 |  0.18 |           False |  0.059 |
