| slit |                    name | obj_id | maskdef_id |  objname |     objra |   objdec | spat_pixpos | spat_fracpos | box_width | opt_fwhm |   s2n | maskdef_extract | wv_rms |
| 1814 | SPAT1843-SLIT1814-DET01 |   1843 |         19 | SERENDIP | 356.61767 | 12.82655 |      1842.6 |        0.809 |      3.00 |    0.618 |  0.40 |           False |  0.053 |
| 1902 | SPAT1911-SLIT1902-DET01 |   1911 |         16 |    BX348 | 356.61434 | 12.78645 |      1910.5 |        0.535 |      3.00 |    1.178 |  0.40 |           False |  0.118 |
| 2000 | SPAT1983-SLIT2000-DET01 |   1983 |         14 |    BX587 | 356.62156 | 12.81759 |      1983.4 |        0.302 |      3.00 |    1.184 |  0.62 |           False |  0.088 |
| 2127 | SPAT2144-SLIT2127-DET01 |   2144 |         13 |    BX336 | 356.62303 | 12.78466 |      2144.4 |        0.586 |      3.00 |    1.364 |  0.33 |           False |  0.116 |
| 2245 | SPAT2257-SLIT2245-DET01 |   2257 |         10 |    BX628 | 356.63321 | 12.82426 |      2257.2 |        0.591 |      3.00 |    1.198 |  0.23 |           False |  0.060 |
| 2337 | SPAT2340-SLIT2337-DET01 |   2340 |         12 |    fBM47 | 356.63625 | 12.82238 |      2340.1 |        0.485 |      2.00 |    1.198 |  0.03 |            True |  0.040 |
| 2425 | SPAT2426-SLIT2425-DET01 |   2426 |          0 |    fBM40 | 356.63730 | 12.80677 |      2425.7 |        0.461 |      2.00 |    1.198 |  0.08 |            True |  0.055 |
| 2524 | SPAT2519-SLIT2524-DET01 |   2519 |         21 |    BX308 | 356.63686 | 12.77869 |      2518.6 |        0.402 |      2.00 |    1.198 | -2.20 |            True |  0.122 |
| 2644 | SPAT2647-SLIT2644-DET01 |   2647 |         17 |    BX523 | 356.64639 | 12.81045 |      2647.5 |        0.496 |      3.00 |    1.273 |  0.29 |           False |  0.122 |
| 2782 | SPAT2779-SLIT2782-DET01 |   2779 |         30 |    BX637 | 356.65365 | 12.82559 |      2779.1 |        0.448 |      3.00 |    1.465 |  1.39 |           False |  0.075 |
| 2945 | SPAT2942-SLIT2945-DET01 |   2942 |         29 |    BX675 | 356.66072 | 12.83034 |      2941.5 |        0.424 |      2.00 |    1.198 |  0.11 |            True |  0.069 |
| 3058 | SPAT3067-SLIT3058-DET01 |   3067 |         25 |    BX575 | 356.66356 | 12.81614 |      3067.3 |        0.549 |      2.00 |    1.198 |  0.13 |            True |  0.080 |
| 3383 | SPAT3417-SLIT3383-DET01 |   3417 |         23 |    BX595 | 356.67731 | 12.81898 |      3417.0 |        0.691 |      3.00 |    2.334 |  0.38 |           False |  0.046 |
| 3511 | SPAT3524-SLIT3511-DET01 |   3524 |         28 |    BX532 | 356.68041 | 12.81134 |      3523.6 |        0.583 |      3.00 |    1.385 |  0.23 |           False |  0.069 |
| 3634 | SPAT3596-SLIT3634-DET01 |   3596 |         26 |    BX454 | 356.68175 | 12.80134 |      3595.9 |        0.217 |      2.00 |    1.198 |  0.15 |            True |  0.059 |
